# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 13 10:46:08 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_ratdor,pl_ratror,pl_rade,st_rad,st_kep,st_k2
679,EPIC 210558622,EPIC 210558622.01,K2-174 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,0,04h03m10.28s,60.792843,+16d20m50.8s,16.347446,19.56325000,2457083.779000,38.630000,0.03500,2.590,,12.034,9.496
680,EPIC 210558622,EPIC 210558622.01,K2-174 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,04h03m10.28s,60.792843,+16d20m50.8s,16.347446,19.56400000,2457083.779300,,0.03490,2.590,0.67,12.034,9.496
681,EPIC 210558622,EPIC 210558622.01,K2-174 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,04h03m10.28s,60.792843,+16d20m50.8s,16.347446,19.56614010,2457064.206931,,,,,12.034,9.496
682,EPIC 210559259,EPIC 210559259.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h57m54.20s,59.475853,+16d21m27.7s,16.357698,14.27669647,2457063.408740,,,,,13.699,11.323
683,EPIC 210564155,EPIC 210564155.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,1,04h01m51.20s,60.463333,+16d25m59.9s,16.433319,4.86406000,2457096.759000,27.350000,0.03500,1.090,,14.595,10.993
684,EPIC 210576234,EPIC 210576234.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h35m05.42s,53.772568,+16d36m55.3s,16.615370,15.97700259,2457071.678859,,,,,11.603,9.734
685,EPIC 210577548,EPIC 210577548.01,K2-84 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,6.42150000,2457071.421200,,0.02340,2.410,0.93,13.138,11.059
686,EPIC 210577548,EPIC 210577548.02,K2-84 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,27.86000000,2457068.615000,,0.01980,2.030,0.93,13.138,11.059
687,EPIC 210598340,EPIC 210598340.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h47m28.49s,56.868729,+16d56m29.9s,16.941629,3.73478175,2457063.087439,,,,,12.537,10.876
688,EPIC 210605073,EPIC 210605073.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,,,1,04h22m29.59s,65.623291,+17d02m16.3s,17.037874,0.56705500,2457127.436510,5.700000,0.10470,16.220,1.42,17.887,
689,EPIC 210609658,EPIC 210609658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,03h42m52.04s,55.716835,+17d06m05.4s,17.101500,14.14459000,2457074.413900,,0.05710,16.600,2.69,12.587,10.079
690,EPIC 210609658,EPIC 210609658.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,03h42m52.04s,55.716835,+17d06m05.4s,17.101500,14.14523900,2457074.405560,8.065367,0.06327,14.864,2.15,12.587,10.079
691,EPIC 210625740,EPIC 210625740.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,04h04m00.46s,61.001930,+17d19m41.5s,17.328197,2.38669000,2457065.081800,,0.11000,3.500,0.29,16.942,13.884
692,EPIC 210629082,EPIC 210629082.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,03h49m04.07s,57.266960,+17d22m31.9s,17.375540,27.35310300,2457086.014870,25.741857,0.01931,3.050,1.45,11.580,9.817
693,EPIC 210643811,EPIC 210643811.01,K2-175 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h30m00.86s,52.503578,+17d35m03.1s,17.584192,9.52598800,2457073.276840,11.060886,0.01316,2.038,1.42,10.632,9.195
694,EPIC 210659688,EPIC 210659688.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,03h42m19.31s,55.580479,+17d48m02.4s,17.800665,2.35771000,2457065.020700,,0.10400,3.000,0.27,16.499,12.694
695,EPIC 210666756,EPIC 210666756.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,03h53m44.60s,58.435825,+17d53m55.9s,17.898865,1.39629100,2457066.186200,,0.01670,1.890,1.02,12.735,
696,EPIC 210666756,EPIC 210666756.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h53m44.60s,58.435825,+17d53m55.9s,17.898865,1.39657671,2457061.988140,,,,,12.735,
697,EPIC 210667381,EPIC 210667381.01,K2-176 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h53m04.60s,58.269165,+17d54m25.5s,17.907072,5.32943900,2457066.785930,13.810807,0.01582,1.491,0.86,12.674,10.726
698,EPIC 210696763,EPIC 210696763.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,,1,03h31m20.30s,52.834602,+18d18m58.4s,18.316229,3.64940000,2457061.511110,,,,,15.468,11.715
699,EPIC 210696763,EPIC 210696763.03,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,,1,03h31m20.30s,52.834602,+18d18m58.4s,18.316229,7.98221000,2457059.963260,,,,,15.468,11.715
700,EPIC 210696763,EPIC 210696763.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,,1,03h31m20.30s,52.834602,+18d18m58.4s,18.316229,5.76630000,2457062.461720,,,,,15.468,11.715
701,EPIC 210707130,EPIC 210707130.01,K2-85 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68458757,2457061.942054,,,,,12.099,9.466
702,EPIC 210707130,EPIC 210707130.01,K2-85 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,0,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68456000,2457065.367000,4.300000,0.01900,1.390,,12.099,9.466
703,EPIC 210707130,EPIC 210707130.01,K2-85 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68453300,2457065.368460,,0.01790,1.010,0.51,12.099,9.466
704,EPIC 210707130,EPIC 210707130.01,K2-85 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CONFIRMED,,,0,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68457500,2457077.688070,6.200000,0.01810,1.400,0.71,12.099,9.466
705,EPIC 210707130,EPIC 210707130.01,K2-85 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.68455300,2457064.682190,5.658054,0.01808,1.276,0.65,12.099,9.466
706,EPIC 210718708,EPIC 210718708.01,K2-86 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h26m12.67s,51.552799,+18d38m08.2s,18.635616,8.77683000,2457070.017300,,0.02340,1.960,0.76,12.801,10.927
707,EPIC 210718708,EPIC 210718708.01,K2-86 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h26m12.67s,51.552799,+18d38m08.2s,18.635616,8.77586400,2457070.016940,20.291014,0.02508,1.975,0.72,12.801,10.927
708,EPIC 210731500,EPIC 210731500.01,K2-87 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,04h24m56.69s,66.236221,+18d49m38.7s,18.827417,9.72739000,2457072.301200,,0.04410,4.600,0.93,13.691,11.197
709,EPIC 210736056,EPIC 210736056.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,,1,03h37m35.45s,54.397720,+18d53m47.1s,18.896429,29.05290000,2457044.194730,,,,,15.650,12.666
710,EPIC 210744674,EPIC 210744674.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,04h23m26.16s,65.859016,+19d01m39.0s,19.027494,25.20778830,2457065.929742,,,,,12.894,10.548
711,EPIC 210744674,EPIC 210744674.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,,0,04h23m26.16s,65.859016,+19d01m39.0s,19.027494,25.22080000,2457065.920250,,0.43000,65.000,1.41,12.894,10.548
712,EPIC 210750726,EPIC 210750726.01,K2-88 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,4.61220000,2457066.219400,,0.04360,1.230,0.26,14.594,11.240
713,EPIC 210750726,EPIC 210750726.01,K2-88 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,4.61228000,2457066.218000,20.050000,0.04700,2.350,,14.594,11.240
714,EPIC 210754505,EPIC 210754505.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,FALSE POSITIVE,,,0,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87077500,2457077.079170,4.300000,0.04140,3.970,0.88,13.185,10.907
715,EPIC 210754505,EPIC 210754505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87052967,2457062.285276,,,,,13.185,10.907
716,EPIC 210754505,EPIC 210754505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87067300,2457065.763280,,0.11000,21.000,1.74,13.185,10.907
717,EPIC 210769880,EPIC 210769880.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,04h10m07.91s,62.532948,+19d24m40.2s,19.411154,1.43689647,2457062.606967,,,,,11.036,7.790
718,EPIC 210775710,EPIC 210775710.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,03h37m05.82s,54.274246,+19d29m58.6s,19.499622,59.84856600,2457064.697280,114.695231,0.10082,10.814,0.98,11.827,10.208
719,EPIC 210789323,EPIC 210789323.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,,1,03h41m48.87s,55.453629,+19d42m21.9s,19.706083,29.12555000,2457073.720920,,0.50000,205.000,3.90,13.501,11.077
720,EPIC 210827030,EPIC 210827030.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,,1,04h07m03.25s,61.763554,+20d16m50.9s,20.280796,0.51110000,2457063.518630,,,,,13.812,10.556
721,EPIC 210838726,EPIC 210838726.01,K2-89 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,1.09602600,2457066.006600,,0.01760,0.615,0.32,13.307,10.106
722,EPIC 210838726,EPIC 210838726.01,K2-89 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,1.09598000,2457066.008000,7.350000,0.02000,1.080,,13.307,10.106
723,EPIC 210843708,EPIC 210843708.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h51m09.36s,57.789013,+20d32m06.3s,20.535080,0.70416550,2457062.025169,,,,,12.783,10.065
724,EPIC 210848071,EPIC 210848071.01,BD+20 594 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,41.68864400,2457068.528770,54.721028,0.02259,2.355,0.96,11.040,9.368
725,EPIC 210857328,EPIC 210857328.01,K2-177 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h40m55.10s,55.229565,+20d44m09.9s,20.736078,14.15518500,2457070.080220,10.638946,0.01599,2.116,1.21,12.584,10.593
726,EPIC 210877025,EPIC 210877025.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h46m33.89s,56.641224,+21d02m03.5s,21.034302,18.03895153,2457071.519871,,,,,12.761,10.718
727,EPIC 210894022,EPIC 210894022.01,K2-111 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,5.35140300,2457067.969090,10.356434,0.01215,1.223,0.92,12.300,9.377
728,EPIC 210894022,EPIC 210894022.01,K2-111 b,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,5.35161000,2457067.966600,,0.01660,2.090,1.17,12.300,9.377
729,EPIC 210903662,EPIC 210903662.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,04h00m12.26s,60.051086,+21d26m51.1s,21.447540,2.41040731,2457063.425344,,,,,12.050,10.574
730,EPIC 210903662,EPIC 210903662.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,0,04h00m12.26s,60.051086,+21d26m51.1s,21.447540,2.41027100,2457065.838830,,0.10100,17.300,1.51,12.050,10.574
731,EPIC 210925707,EPIC 210925707.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,03h48m28.93s,57.120544,+21d47m50.9s,21.797461,1.68658840,2457062.238260,,,,,9.519,7.925
732,EPIC 210954046,EPIC 210954046.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,FALSE POSITIVE,,,1,04h03m36.90s,60.903767,+22d14m57.0s,22.249157,0.95035600,2457128.330240,2.900000,0.06770,6.940,0.94,12.438,
733,EPIC 210957318,EPIC 210957318.01,K2-30 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,4.09850600,2457067.905360,,0.12330,12.300,0.92,13.171,11.088
734,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,4.09803132,2457063.809934,,,,,13.171,11.088
735,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,4.09849200,2457067.905600,11.709642,0.12755,12.652,0.91,13.171,11.088
736,EPIC 210958990,EPIC 210958990.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,04h11m00.96s,62.754017,+22d19m31.2s,22.325340,1.70230100,2457065.782900,,0.13690,19.100,1.28,12.613,10.709
737,EPIC 210961508,EPIC 210961508.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,,,1,03h59m40.83s,59.920105,+22d21m57.5s,22.365984,0.34993500,2457087.652510,3.400000,0.02630,2.180,0.76,13.558,10.320
738,EPIC 210965800,EPIC 210965800.01,K2-178 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h31m33.33s,52.888882,+22d26m05.5s,22.434870,8.74781800,2457070.336560,18.513049,0.03676,3.558,0.89,12.134,10.292
739,EPIC 210968143,EPIC 210968143.02,K2-90 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,2.90032000,2457066.744300,,0.01880,1.020,0.49,13.723,10.360
740,EPIC 210968143,EPIC 210968143.02,K2-90 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,2.90070000,2457066.740000,12.020000,0.01900,1.310,,13.723,10.360
741,EPIC 210968143,EPIC 210968143.01,K2-90 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,13.71468745,2457064.957466,,,,,13.723,10.360
742,EPIC 210968143,EPIC 210968143.01,K2-90 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,13.73110000,2457078.664800,,0.03720,2.040,0.49,13.723,10.360
743,EPIC 210968143,EPIC 210968143.01,K2-90 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,13.73490000,2457078.659000,33.900000,0.03700,2.530,,13.723,10.360
744,EPIC 211009047,EPIC 211009047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,04h04m21.49s,61.089561,+23d07m04.2s,23.117842,1.31982263,2457062.306729,,,,,12.540,9.720
745,EPIC 211048999,EPIC 211048999.01,K2-179 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,5.17219100,2457066.580300,20.135239,0.02999,2.513,0.77,12.659,10.555
746,EPIC 211048999,EPIC 211048999.01,K2-179 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,5.17110937,2457066.587598,,,,,12.659,10.555
747,EPIC 211077024,EPIC 211077024.01,K2-91 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,1.41954900,2457065.431900,,0.03520,1.100,0.28,14.464,10.571
748,EPIC 211077024,EPIC 211077024.01,K2-91 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,1.41929871,2457063.873746,,,,,14.464,10.571
749,EPIC 211077024,EPIC 211077024.01,K2-91 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,1.41960000,2457065.430000,11.190000,0.03500,1.220,,14.464,10.571
750,EPIC 211082420,EPIC 211082420.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,,1,03h47m29.45s,56.872723,+24d17m18.0s,24.288343,2.46160000,2457065.380000,,,,,8.364,6.607
751,EPIC 211089792,EPIC 211089792.01,K2-29 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,3.25876800,2457067.690600,,0.12290,11.420,0.85,12.914,10.062
752,EPIC 211089792,EPIC 211089792.01,K2-29 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,3.25919930,2457064.426799,,,,,12.914,10.062
753,EPIC 211089792,EPIC 211089792.01,K2-29 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,3.25882400,2457064.431510,10.987566,0.12890,12.056,0.86,12.914,10.062
754,EPIC 211093684,EPIC 211093684.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,,1,03h49m42.28s,57.426151,+24d27m46.8s,24.463003,7.05020000,2457057.679120,,,,,11.884,9.783
755,EPIC 211106187,EPIC 211106187.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,03h56m18.98s,59.079082,+24d39m39.2s,24.660879,14.64307100,2457072.274540,54.976200,0.04593,66.050,13.18,13.124,11.023
